,Texto,Polaridad
2219,chacón sobre los derechos de la mujer con zapatero hemos dado más pasos que nunca en la historia de la humanidad,P+
2220,ana botella traiciona a los madrileños al abandonar la reivindicación de una mejor financiación municipal #madrid xurlx,N+
2221,@alexdelaiglesia parece que tenga un hierro en la cabeza,N
2222,a puntito de entrar en #thehole viva @alexodogherty xurlx,P
2223,rt @maycrespo disculpame @alejandrosanz ya se que me rt pero se hace fuerza bss ayudemos a haiti (cont) xurlx,P+
2224,jaja ya se nota ojala yo voy a hacerlo con toda la pasion del mundo pero luego vosotr@s (cont) xurlx,P+
2225,pues para finales de xnumx creo pero os ire dando pequeños regalillos jeje y ya no puedo (cont) xurlx,P
2226,rt @uniceforg @alejandrosanz ayudanos a difundir que un mundo sin psoriasis es posible la cura la (cont) xurlx,P
2227,adiós al maestro de humanidad xurlx vía @diariodejerez,N+
2228,ya vereis que si eso lo lleva rocio pero estoy seguro un besito rt @amoresdesanz (cont) xurlx,P+
2229,bueno lo dicho a fundir en un perfume menta y canela,NONE
2230,el soldado bradley manning se enfrentará al consejo de guerra xurlx via @el_pais,N+
2231,toma compravotos@adrianareyxnumx portada mañana @gaceta_es griñán regaló xnumx millones a ugt y ccoo el mismo día en q convocó las elecciones,N+
2232,@telediariointer top secret el #psoe de andalucía despilfarra otros xnumx millones de euros en subvenciones xurlx,N+
2233,@mjguemes q tal estas tu,NONE
2234,pues a mi me ha encantado #sherlock,P+
2235,indigna que gobiernos ue no exijan cambio estatuto bce para prestar directamente a estados paro disparado y casino financiero a tope,N+
2236,que bien me lo he pasado esta noche en el espectáculo que bé m ho he passat gràcies gracias #terratpack,P+
2237,ojala te guste un beso rt @thesevencluod vamos el décimo intento de ke el hermoso (cont) xurlx,P
2238,rt @fabycorrea @kismeofheartalw yeihh y se rumora que en el #carnavaldeveracruxnumx estará la #chicadorada @paurubio sera,NONE
2239,rt @blank_isabel @paurubio me encanta tu avatar se ve que es hermoso tu gordo :),P+
2240,hoy conoceremos datos definitivos de xnumx del padrón municipal datos provisionales ine:en españa hay casi un xnumx% más de mujeres q de hombres,NONE
2241,portada abc xurlx,NONE
2242,portada la razón xurlx,NONE
2243,de cómo ana botella se convirtió en delegada de rajoy en madrid xurlx,NONE
2244,creéis que hay o no choque de trenes entre montoro y de guindos sus distintas posiciones sobre control cuentas regionales apuntan a que si,N
2245,@diputacionmlg desbloquea obras por valor de xnumx euros xurlx @eliasbendodo,P+
2246,#ff rt @manuel_son_goku #ff para una chica buena persona muy malagueña del sur y además del @ppopular como es @mariviromero kissess,P+
2247,rajoy pide ayuda a la ue para los españoles para evitar los recortes no para la banca xurlx,N+
2248,nuevas imágenes del proceso eruptivo de elhierro en la web ign xurlx xurlx,NONE
2249,en pleno de convalidación decreto d recortes dejamos propuestas pleno monográfico sobre empleo mesa para nuevo modelo productivo,P+
2250,montoro a los consejeros del pp el gobierno no va a dejar que ninguna comunidad haga default (suspensión de pagos) xurlx,P
2251,pero estamos convencidos d q @tonicantoxnumx no querrá contribuir a ningún expolio y devolverá xnumx euros al contribuyente valenciano seguro,N+
2252,el martes xnumx de enero sale a la calle mi primera novela la trampa espero que os guste aquí tenéis la portada xurlx,P+
2253,en la reunión de la red de ciudades inteligentes que hoy se celebra en logroño xurlx,NONE
2254,facebook nos permitirá escuchar música con nuestros amigos xurlx,P
2255,@javiersolana la transicion avanzamyanmar frees dozens of political prisoners xurlx #ft,P
2256,otra vez haciendo la maleta #cosasquemegustanhacer,NONE
2257,rt @fdofrances @mariviromero el cac málaga lidera ranking de museos con mayor influencia en redes sociales xurlx,P+
2258,ya tengo mis tickets para la sonrisa de julia en concierto xurlx #socialticketing,NONE
2259,en granada #masdigital:igualdad de oportunidades en el acceso a las nuevas tecnologías,P+
2260,la sentencia del caso marta del castillo es una vergüenza #indignadosporsenteciamarta,N+
2261,la parte en la que rechaza condenar por daño a la integridad moral (callarse dónde está el cadáver) me parece la más endeble,N+
2262,paso a tutear desde @gacetadirecto,NONE
2263,el gobierno recuerda a sindicatos y empresarios que el lunes acaba el plazo para alcanzar un acuerdo en la reforma laboral @servimedia,N
2264,la vicepresidenta dice que se cambiarán las leyes para reforzar la seguridad de los menores y no valora sentencia #martadelcastillo,NONE
2265,el gobierno define el apoyo de ciu a sus recortes como el inicio de una deseable colaboración durante la legislatura @servimedia,P
2266,mucho rt @vacpxnumx #elcambioandaluz urgente y muy necesario xurlx vía @mariviromero,N
2267,he apoyado la petición pongamos fin al limbo de los centros de internamiento de extranjeros - xurlx,P+
2268,la obra yo el heredero inaugura la temporada de teatro del auditorio de la @diputacionmlg xurlx,P
2269,arenas bajo ningún concepto rajoy está vinculado por el xnumxm xurlx,P
2270,terminando de comer con @sneijderxnumx y su mujer @yolanthecabau en el hotel bulgari just finished eating at the bulgari hotel,NONE
2271,toda mi admiración@primitalbros @paulavazqueztv con un público como vd da gusto salir al escenario un beso #losmayordomosdethehole,P+
2272,ya estoy sentada en el vuelo holanda me espera,P
2273,a la cola por las autonómicas rt @pedroj_ramirez ya era hora el gobierno cambiará la ley para facilitar privatización xurlx,N+
2274,alguien pedía esto esta mañana y ahí va dixie chicks con james taylor xurlx vía @youtube,NONE
2275,@cescxnumxofficial oohh moc moc ritaa ritaa,N
2276,ja ja @arturamonart @buenafuente te ha quedado una auténtica obra de arte,P+
2277,la canción prayers for rain de the cure xurlx,NONE
2278,acaba de llegar a #elcambioandaluz el ministro de hacienda y administración publica cristóbal montoro xurlx,NONE
2279,ah y un #ff para @sgueina que es como la circe de homero divina entre las diosas,P+
2280,esta noche a @xnumxhoras_rne con mis amigos @jmpazosroyo peridis e iñigo alfonso,NONE
2281,el alcalde de córdoba @nietoppcordoba interviene en #elcambioandaluz xurlx,NONE
2282,los mossos tienen buenos asesores si quieres conseguir que mas y puig no te recorte sueldo y material haz huelga hablando en castellano,N
2283,se llama sombra y luz me alegra que te guste rt @monsherrygirl @alejandrosanz como se (cont) xurlx,P+
2284,ahora comienza #elcambioandaluz de los jóvenes #conectaconelcambio ;-)) @nnggandalucia ;-)) xurlx,P+
2285,jaja que chalao rt @partisanxnumx @alejandrosanz te gusta el coche último modelo que me acabo de (cont) xurlx,P
2286,los políticos tienen difícil superar al alcalde de getafe protagonista de un vídeo de adelgazamiento xurlx,N+
2287,rt @regalampana @alejandrosanz por favor retwitea apoyoamartadelcastillo,NONE
2288,pedazo de musical#muyrecomendable#inclusoparanosabineros xurlx,P+
2289,@earcos @ristomejide tus libros deberían estar para kindle @editorialespasa,P
2290,comunicación política y redes sociales #elcambioandaluz @jotacarmona_es evolución comunicación revolución xurlx,NONE
2291,;-)) rt @juandevi con @mariviromero @mariafrances en el encuentro sobre comunicación política y redes sociales por @jotacarmona_es,NONE
2292,buscamos cobrador del frac para que iker casillas pague sus deudas a los compañeros gracias,N+
2293,se confirma rebaja de raiting francia e italia a la espera de q españa reciba la llamada correspondiente solo alemania tiene aa,N
2294,malas noticias para zona euro,N
2295,hizo buen camerón huyendo de la euro cumbre antes de la debacle tenia razón es in pulso triplea entre alemania y gran bretaña,NEU
2296,me parece muy injusto la sentencia del juicio de marta del castillo,N+
2297,@ghostfacexnumx la chispa de la vida es una cinta emocionante seria y espectacular todo el mundo debería verla por que es única gracias,P+
2298,amigos gracias por la increíble acogida da gusto hablar directamente con vosotros #twitteradicto,P+
2299,mucho rt @jcebrerosxnumx @mariviromero urge #cambioandaluz ya esta bien,N
2300,toda mi solidaridad con la familia d marta del castillohoy ha sido un día duro para la mayoría de ciudadanos impotentes ante la sentencia,N
2301,pero si me acabo de comprar el xnumx @bloombergnews breaking apple ipad xnumx production is said to have started this month $aapl,NONE
2302,rt por una buena causa #campañaparaquealmudenasigaentwitter @almudenafc @noelia_posse @adrian_grande :)),P+
2303,hoy he conocido a @_danielmartin_ eres un crack lástima q solo he podido escuchar unas canciones xurlx,P
2304,noche del viernes casita familia y película que mas se puede pedirun abrazo a todos:-),P+
2305,indignante la sentencia y todos los acontecimientos en torno al caso #martadelcastillo la justicia no es igual para todos#cadenaperpetuaya,N+
2306,el lunes toma posesión la nueva abogada general del estado y otros altos cargos en el ministerio de justicia xurlx,NONE
2307,si era audreyme encanta xurlx,P+
2308,bdías estoy en paris la pérdida de la aa de s&p cayó anoche como un jarro de agua fría sobre francia sarko lo tiene mal en abril,N+
2309,no son maneras post sobre cómo se está comportando cara al público el gobierno rajoy soraya y los demás ministros,N+
2310,la buena noticia del día se acaba d firmar el mayor contrato de españa en el exterior la construcción del ave a la meca (xnumx milleuros),P+
2311,vamos hoy @marianorajoy con #elcambioandaluz (@ el cambio andaluz w @milamorr) [pic] xurlx,NONE
2312,rajoy viaja en ave para dar su primer discurso publico en un mitin en málaga un gesto no va en el avión de presidente sino en tren,P
2313,con mi amigo @katalyxnumx direccion lanzarote xurlx,P
2314,recomiendo la copia digital excelente proyección del capitol,P+
2315,s&p considera q el mero ejercicio de austeridad puede dificultar el crecimiento presiones para alargar plazos,N
2316,noticias descombacantes está disponible xurlx historias del día por @natamateo,P
2317,#rbcbenalmería l@s socialistas españoles debemos mucho a l@s socialistas andaluces claves en la construcción del @psoe moderno,P+
2318,hecho @rafaminer,P
2319,está claro que con marta del castillo no se ha hecho justicia ni se ha condenado a los culpables ni se ha dado xurlx,N+
2320,uyy que ganas tenía se oír esto bienvenido @marianorajoy presidente del gobierno de españa ;-)) xurlx,P+
2321,la formación será derecho individual de cada trabajador y vamos a mejorar la empleabilidad @fatimabanez #elcambioandaluz,P+
2322,#andalucia fue la punta de lanza del cambio en xnumx de mayo y el xnumx de noviembre @marianorajoy #elcambioandaluz xurlx,NONE
2323,por favor controlemos un poco las rtonterias gracias ;),NEU
2324,rajoy dice en un mitin q reformará la ley del menor @todosconmarta,NONE
2325,i uploaded a @youtube video xurlx sabemos lo que hay que hacer xnumx,NONE
2326,rajoy modesto tenemos un gobierno de categoría,P
2327,me encanta esta foto ;-)) #elcambioandaluz @marianorajoy @javierarenas_pp @eliasbendodo #elcambioandaluz xurlx,P+
2328,@javierarenas_pp la persona que lidera el cambio en #andalucia #elcambioandaluz xurlx vía @youtube,NONE
2329,el mio tambien ;) rt @amoresdesanz @alejandrosanz es increible porque cada vez que hablas de (cont) xurlx,P+
2330,igual para ti guapa rt @sanzlokeras @alejandrosanz yo no te pido ñasolo desearte un feliz sábado bss rosana,P
2331,ya estamos en el encuentro sobre accion política en redes sociales #elcambioandaluz gracias a todos por estar aquí xurlx,P+
2332,redistribuir la realidad al menos con la paradoja del futuro entrevisto ensayos de william gibson xurlx,P
2333,quiero ser secretario general porque puedo ser útil para mi partido tengo experiencia tengo ganas e ideas #rbcbenmalaga #rubalcabaxnumx,P
2334,tenemos que hacer una buena oposición útil si no estamos ahí el partido corre un riesgo #rbcbenmalaga #rubalcabaxnumx,P+
2335,@maria_urraco @edurnity edurne ya tengo mi entrada para la última funcion de grease xurlx,P
2336,a punto de comenzar el foro de igualdad de #elcambioandaluz con @juanma_moreno xurlx,NONE
2337,denle rt por favor si alguien puede ayudar rt @carolinadiago @alejandrosanz pls help me help xnumx (cont) xurlx,P
2338,rematado para @semanaldigital el estilo rajoy según la doctrina lillo es más importante jugar bien o hacer jugar bien a los tuyos,NONE
2339,denuncia la impunidad absoluta del pasado totalitario de españa,N+
2340,denuncia la vulneración de la legalidad internacional sobre persecución del genocidio por el tsupremo,NEU
2341,vamos un plan integral de conciliación para lograr la corresponsabilidad en el ámbito familiar @juanma_moreno xurlx,P
2342,el jabalí es el cerdo que defiende sus jamones via @gmezdelaserna @jorgebustosxnumx @iruizquintano,NONE
2343,en el foro interviene teresa jiménez becerril que alza la voz por la igualdad en el parlamento europeo #elcambioandaluz xurlx,P+
2344,no entiendo a quien que se dedica a destruir blogs como el mío xurlx u otros por qué les molesta qué y a quién,N
2345,analizamos ahora la propuesta de planes específicos de empleabilidad para mujeres que sufren discriminación #elcambioandaluz,P
2346,;-)) rt @mmercedesmartin @mariviromero a ti por resolvernos todas nuestras dudas sobre el mundo de las rrss,P+
